Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
18,1,1,1,10.003958710455706,3,0,4,0,1,0,0,3.203858190796927
15,1,0,2,16.808855010920404,5,0,2,0,0,1,0,3.3501791105924874
17,0,1,2,14.025866841767682,11,0,2,0,0,0,0,1.7257915297427142
18,0,0,2,15.780812084040942,18,0,4,1,0,0,0,2.2166038146961022
15,1,0,3,7.019512478521827,9,0,1,1,0,0,1,2.0046273170074884
15,1,3,2,8.093074832971004,29,1,0,0,0,0,0,0.7157420455446748
16,0,0,3,7.873637719812256,0,1,4,0,0,1,0,3.8806400848697424
17,0,0,2,3.8374636880900304,16,0,3,1,0,1,0,1.689528158418944
17,1,2,1,1.2243331628714405,15,0,4,1,1,0,1,1.7579788035014272
16,1,2,1,11.818321856544536,8,0,0,0,0,0,0,2.136399546240388
16,0,0,1,19.784333668411723,24,1,1,0,1,0,0,0.911568270646688
17,1,0,3,3.3365940990052567,20,1,1,0,0,0,0,1.1378011102056016
17,0,0,2,0.9336963979854752,8,1,3,1,0,0,1,2.34926492736688
18,0,1,2,15.59063363647866,26,0,3,0,0,0,0,0.6237474365472879
18,0,0,1,5.051720133694484,22,0,2,0,0,1,0,0.3410294459251265
16,0,0,1,16.59287610705857,8,0,0,0,0,0,0,2.223813666751698
18,1,3,2,14.078733340690308,11,0,3,0,0,0,1,2.328240384630152
15,1,1,2,18.91347074101609,22,1,2,1,0,0,0,1.6230778220088506
18,0,0,1,8.178544715133441,8,1,1,1,0,0,0,2.200896321528595
18,0,1,2,13.239396789012684,14,0,4,0,1,0,0,2.5841106550638626
15,0,1,0,9.297095616265414,1,0,1,1,0,0,0,2.9965033042477023
16,0,0,1,12.61177394617087,10,0,3,0,0,1,0,2.373993481435845
15,0,0,2,8.991978120154746,10,1,3,1,0,0,0,2.8304044557095467
18,1,2,1,3.7726449284814967,7,0,2,1,1,0,1,2.5251155338354896
16,1,0,4,10.157948320067618,22,0,1,1,0,0,0,1.0429816505882752
18,1,1,1,10.571684028748846,5,0,2,1,0,0,1,2.661096903670216
15,1,0,1,16.21207696520322,20,0,3,0,0,0,0,1.599593887728051
15,0,0,1,14.710414115871624,19,1,1,1,0,0,0,1.7994091491725042
18,0,0,2,13.275832478828882,6,0,3,0,0,0,0,2.6576385566960075
17,0,0,2,2.2677419110514507,2,0,4,0,0,0,0,2.998484061883098
17,0,0,2,14.4123258132743,7,0,4,0,0,1,0,2.977408432892682
15,0,0,0,10.006103127090295,17,0,2,0,0,0,0,1.3751641369478076
15,1,2,0,17.881990722123184,16,0,3,1,0,0,1,1.84886644019124
17,0,3,2,18.39741868261085,10,0,4,0,0,0,0,2.442456200129272
17,1,2,3,1.1031318120357092,1,0,2,1,0,0,0,2.8560385143532114
18,1,2,3,16.412831207089575,24,1,1,1,0,0,0,1.206150230255099
18,1,0,0,0.7539478084534124,20,0,1,1,1,0,0,0.8959029903990774
17,1,3,2,7.343392513900453,26,0,1,0,0,0,0,0.2731909291583428
18,0,0,3,10.845999512421582,23,0,3,0,0,1,0,0.66750896106505
18,1,3,1,2.962015972542549,18,0,2,0,0,0,0,1.0894406041524294
16,1,3,3,14.926276251381536,6,0,3,0,0,0,0,2.813211008121627
18,1,2,1,0.1670940834427714,17,1,3,1,0,0,1,1.8687585897071977
15,0,3,3,3.3719809686807367,7,0,3,1,1,0,0,3.0356935955108426
18,0,1,2,11.615936597069512,13,0,3,0,0,0,1,2.13535680128746
18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,3.038116129209991
17,1,0,2,18.332862053878323,27,0,3,0,1,0,0,0.9941294103867458
15,1,1,1,14.109933038692477,20,0,2,0,0,0,0,1.2325571657328191
18,0,0,3,13.43558540509732,27,0,2,0,1,0,0,0.8644037429995793
18,1,1,1,7.886822927013286,26,0,0,0,0,0,0,0.1152318548488273
16,0,3,1,0.0256885105360282,3,0,4,1,0,0,0,2.934586305266487
18,0,0,2,2.403185174712439,16,0,4,1,0,0,0,2.0469388171096283
18,1,2,2,10.691090895120784,4,0,2,1,0,0,0,3.065473133634235
16,1,3,3,13.502597716888394,11,0,2,0,1,0,0,2.437026300114272
17,1,3,1,8.34896567792925,8,0,3,0,1,0,0,2.427614635957672
18,1,3,2,14.613580230567804,25,0,1,0,0,0,0,0.7771509547591905
16,0,1,2,10.437245906643575,19,1,1,1,1,1,0,1.879575445166732
15,0,3,0,1.4835239118862442,12,0,3,0,0,0,0,1.596574874404599
17,0,2,1,3.8403250193589766,24,0,1,0,1,0,0,0.7045952434646587
15,0,0,1,16.799964464878858,27,0,2,1,1,0,0,0.7641866973896485
15,0,0,1,14.49825493248879,17,1,2,1,0,0,0,1.503416679305313
16,1,2,4,17.8952397402499,19,1,2,1,0,0,0,1.5258378621561266
18,0,0,2,2.351144982418732,8,0,1,1,1,0,0,2.2708411075244164
16,0,1,2,19.80445069230148,3,0,2,0,0,0,0,3.402352538644452
16,0,1,4,4.188134278998672,20,1,2,0,1,0,0,1.4382049683676248
16,1,0,1,0.2355975257328402,26,0,2,0,0,1,0,0.3365712986081556
16,1,1,3,19.94845878107108,7,0,3,0,0,0,0,3.1122811365205387
17,1,2,2,5.621477708902263,0,1,4,0,0,1,0,3.770694721842285
18,1,0,3,13.360389050251198,16,0,1,0,0,0,0,1.655613322522051
15,0,0,1,3.533646283526104,24,0,3,1,0,0,1,1.0504696915596752
15,0,0,3,11.604570643982834,8,1,1,0,0,1,0,2.5353912836886785
18,1,0,1,18.080699729091187,19,0,2,0,0,0,1,1.3960904942452492
15,1,3,1,6.403623348568772,12,0,2,1,1,0,0,2.025416982399455
18,0,0,2,13.405079520887185,1,0,2,0,0,0,0,3.2683025478531924
15,0,1,1,3.75807177596833,12,0,3,1,1,0,0,2.017218038843316
16,1,0,2,12.495907974374504,8,0,2,1,0,0,0,2.3976825794915584
15,1,0,2,6.729007036350203,29,0,2,1,0,0,0,0.2878673233291232
18,1,2,2,4.224165171759033,19,0,3,0,1,1,0,1.5487102111350304
18,1,2,1,6.263641014072703,5,1,1,1,0,0,0,2.905242112307261
18,0,0,0,3.576821370155987,27,0,1,0,1,0,0,0.2489771312307257
18,0,0,1,18.03832215675765,0,1,0,1,0,0,0,3.4184098665461984
18,0,0,2,7.943737726342577,27,1,1,0,0,0,0,0.5829208864689581
17,1,0,1,4.905586099487347,24,0,2,0,1,0,0,0.930028645913522
17,1,1,1,8.968156820318658,4,0,2,1,0,1,0,2.679085718058188
15,0,0,1,6.410723336129911,2,1,1,0,0,0,1,3.1062304249844512
18,0,0,0,14.88838507626652,3,0,0,1,0,0,1,2.781287883700032
15,0,0,2,19.424398237709887,0,0,3,0,1,1,1,4.0
18,0,3,3,8.760673133952936,13,0,3,1,1,1,0,2.3327839636333105
18,1,3,1,17.220667999444807,8,1,4,1,0,0,0,3.0677183698465544
17,0,0,2,11.31726147119239,29,0,4,0,1,0,0,0.869123386308555
17,0,2,2,3.1447133018846696,23,0,4,0,1,0,1,1.5205038773800068
16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,3.2898231421759827
17,0,0,2,10.268689942516405,17,1,3,1,0,0,0,2.1757392926719743
16,0,2,2,13.01213046504207,13,0,1,0,0,0,0,1.8524286908169372
16,0,3,2,17.7937482514333,24,0,3,1,1,0,1,1.4772887703973712
16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,2.878926862568036
16,1,1,2,18.023552464347112,24,0,3,0,1,1,0,1.0580507720986625
16,1,0,2,15.013380285633096,9,0,2,0,0,0,1,2.572890420104166
15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,3.5877355870777485
17,1,0,1,12.064442713159274,22,0,0,1,1,0,1,1.30141801379926
16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,3.2094931359032093
18,1,0,2,19.671945994775484,9,0,2,0,0,0,0,2.5372306390536963
17,1,1,2,13.34702326100792,12,0,1,1,0,0,0,1.9893957592572007
17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,3.0042333028010937
16,0,0,2,6.532438114960176,17,0,0,1,1,0,0,1.5135167558797396
15,1,3,2,12.46628867518115,10,0,2,0,0,0,1,2.172740551700977
16,1,0,2,1.126665555984796,24,1,2,0,0,0,1,0.6416491686246723
15,0,1,3,0.4776838263828553,3,0,3,0,1,0,0,2.7535902317989964
18,1,0,2,9.000484790556051,23,0,2,1,0,1,0,1.0384883524708666
17,0,0,2,6.6538035938534,13,0,2,1,1,0,0,2.255019102931137
18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,1.666702257521599
15,0,0,4,5.253866197600104,7,0,2,0,0,0,0,2.499459429635027
15,0,2,2,3.2943549388596183,26,1,2,0,0,0,0,0.2782154592390721
18,1,0,0,13.782867139606754,9,0,2,1,0,0,0,2.6375942281323583
15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,3.0571217282122816
18,0,1,2,4.003084224987337,22,0,2,1,1,0,0,1.3619328272119078
17,1,0,0,6.391788525199966,6,1,2,1,0,1,0,3.2389317177358112
18,0,1,2,11.83615815326652,11,1,3,1,1,0,0,2.573034385056746
17,1,1,2,1.444586965449557,24,0,0,0,0,0,0,0.0
18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,3.143909878121016
15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0,1.04646340029671
18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,2.868574228220813
15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,2.6394472915746228
18,1,3,0,15.06625863758514,3,0,1,0,0,0,0,2.669749932596335
18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,2.794885282534225
16,1,0,2,13.387708473397383,28,1,4,0,0,0,1,1.1865697291923056
15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,2.520175258554297
16,1,0,2,12.8455632701423,20,0,4,0,0,1,0,1.6010784880682591
15,1,0,3,0.767231095759493,29,0,0,0,0,0,0,0.0
16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,1.5950547587554351
17,0,1,1,15.557554110737543,15,1,2,1,0,0,0,2.222002853095735
18,1,0,1,10.007167207687804,14,0,2,0,0,0,1,1.6150931484836668
15,1,0,1,7.150266568544739,18,0,1,1,1,0,1,1.6759194307143808
15,0,2,2,5.548534696019583,28,0,2,1,0,0,0,0.2143195035843396
18,0,0,2,12.85604100324165,19,1,1,1,0,0,0,1.5567655569083212
15,0,0,1,13.856023972598177,18,0,4,1,1,0,0,2.154199353389932
15,1,0,1,17.41935199725085,17,0,3,0,1,0,0,2.0706693123979414
16,0,3,1,6.846681649219814,25,1,1,0,1,0,0,0.5672371067999946
15,1,1,3,15.395446147711713,11,0,1,1,0,0,0,2.162688107920216
17,1,0,1,11.22711648378676,24,1,3,0,0,1,0,1.2912304259430896
17,0,2,4,17.656729813561583,15,0,2,0,1,1,0,2.340156389104695
18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,2.923969740063049
15,1,0,1,10.352596567959344,15,1,2,1,0,1,0,2.1901466017791726
18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,3.0742141920071315
17,1,2,2,14.986307102848688,23,0,1,0,0,0,0,1.009430321848957
15,0,1,2,19.293809576569217,14,0,3,1,1,0,0,2.118500601923897
15,0,0,4,1.471267084315313,6,0,3,1,0,0,0,2.615347947639846
18,0,2,0,1.0686920478203432,27,0,0,0,1,1,0,0.4159305071778432
17,1,1,0,18.75100674814677,0,1,4,1,0,0,0,3.9470929642201775
15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,3.0173532270832526
18,1,0,1,12.298060291338722,9,1,1,1,0,0,0,2.813786291054958
17,1,0,1,9.648472031894578,21,0,1,0,0,0,0,0.7696361214560695
18,1,0,0,1.8731490521494896,20,1,1,0,0,0,0,0.8922661351679123
16,1,2,0,15.36178756837333,3,1,2,1,1,0,0,3.666290826527483
15,0,0,2,14.94449290177174,13,0,1,0,1,0,0,1.4015482387657991
16,1,0,1,6.23406642985624,12,0,2,0,0,0,1,1.4233383361752172
17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,3.149644743525513
16,0,0,2,16.75682761811037,15,1,3,0,1,0,1,2.353731151756538
16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0,1.1613543513353255
17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,2.6471959858736853
18,1,0,2,5.1332337979182885,21,0,3,0,1,1,0,1.2989979848488324
16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,2.6441973683601545
18,1,0,2,18.719883580035557,18,0,3,0,0,0,0,1.737989618721448
16,0,0,3,13.56245003073293,14,0,2,0,0,0,0,2.0187768989965207
18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,0.7177804975968944
17,1,3,2,13.790684178108304,13,0,3,1,0,0,0,2.2675844008883907
16,0,0,2,6.879592726327404,19,1,1,0,0,0,0,1.2714946229661936
17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,2.6216668933929705
16,0,2,3,19.933665558693598,20,0,2,0,0,0,0,1.228528505250038
17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,2.4953123609841468
17,1,0,1,12.894399547636352,27,0,3,0,1,0,0,0.7017618078332725
16,1,0,2,7.105792864386375,0,0,2,1,1,1,0,3.8649768612963977
16,0,0,3,0.9832165831009632,20,0,1,1,0,1,0,0.684651926072042
16,1,2,4,0.6211375207031122,16,1,4,0,0,0,0,1.88585022368373
15,0,2,2,11.083625108975976,8,1,0,0,1,0,0,2.3278327626806856
18,0,0,2,15.240654420781022,22,0,0,1,0,1,0,0.8802328124843197
15,1,0,1,10.7475838088771,18,0,2,0,0,1,0,1.4119815069059265
15,1,3,4,16.81570143878229,24,0,3,0,1,1,1,1.6625318303754022
17,1,2,1,0.6685306618644327,17,0,3,1,0,0,0,1.3415984768250016
16,1,3,2,7.335041528518802,27,0,4,1,1,0,0,0.6592029163279249
18,1,2,1,4.741407823483561,6,0,1,0,0,1,0,2.153371206457846
17,1,0,1,8.94545936314244,8,0,2,0,0,1,0,2.4431029199121954
15,1,1,2,1.4475278638824496,21,0,1,0,0,0,0,0.2700885546341743
16,0,1,4,19.08263283142145,25,0,3,0,0,1,0,1.316724623344178
17,0,0,0,4.465108021387218,20,0,2,1,0,0,0,0.8177142023856205
16,0,1,2,18.44615550967169,11,0,0,0,1,0,0,2.056945969742978
17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,3.219333348074609
16,0,0,1,19.71048266510436,13,1,2,0,0,0,0,2.2408700600381573
15,1,2,2,11.081167669204214,14,1,2,0,1,0,0,1.9137997969013387
18,0,1,2,18.616657283516147,14,0,3,0,0,1,0,2.240334376463302
15,0,3,1,0.1069797738844569,5,0,1,1,0,0,0,2.254547586191716
18,0,0,1,14.964776123618002,20,0,1,1,1,1,0,1.8913004299388907
16,0,0,0,18.061013062050307,13,0,1,0,0,1,0,2.2062263414776675
17,0,1,1,2.794411339579081,1,1,2,0,1,0,0,3.335098154642011
15,0,0,4,1.9225170346430296,7,0,1,1,1,0,0,2.4119864614713284
18,0,2,3,8.491452143719112,12,0,3,0,1,0,0,2.1609785190420574
15,1,2,1,18.673578122658704,22,0,1,0,1,0,0,1.165394363121266
18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,2.58350063639477
15,0,1,3,10.549129274434645,4,1,1,0,1,0,0,3.017063255946228
18,1,1,0,2.8225223659864374,4,0,1,1,1,0,1,2.5761746968185832
18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,0.2333498804715068
16,1,3,3,16.202801814909225,0,0,3,1,0,0,0,3.646516388949796
18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,2.6054252316173008
16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,3.3669295153821057
18,1,2,4,18.29232909030383,19,0,3,0,1,0,0,1.5837802579379994
17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,0.7763967059483814
17,1,3,0,13.305456724738216,29,1,3,0,0,1,0,0.7834866400151184
17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0,2.328311711261717
18,0,2,2,12.07510287675226,8,0,3,1,0,0,0,2.718465435794503
16,0,2,2,3.278634419064055,4,1,4,1,0,0,0,3.2448822032661777
16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2.8656747490202017
18,0,2,4,6.024625895878164,4,0,1,0,0,0,0,2.326326756466653
17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,3.303066678642581
17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,2.4892182377565297
16,1,0,2,3.425468213324792,12,1,1,1,1,1,0,2.600264186907329
17,1,3,2,14.832756372352415,12,0,3,0,0,0,0,2.119171492034809
15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2.522694547891483
16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,2.475854110200245
17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,0.782809234051424
16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,0.7664048694920337
15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,1.2836220775478306
16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,0.6431459327503606
16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,1.6692302172984
16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,3.282070050593753
16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,0.7437140169647167
15,0,2,4,17.634346127907925,1,0,2,0,0,0,1,3.3250668431789085
18,0,0,2,17.836404228132256,27,0,2,1,1,0,1,1.184519764401664
16,0,0,1,3.928826304455717,12,0,1,0,0,0,0,1.6165360987452144
16,1,2,2,12.276918900154485,22,0,4,0,0,0,0,1.5830839708839028
17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,0.1842514890903642
16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,0.4721810422090253
17,0,3,1,14.266434590025446,25,0,3,1,1,0,0,1.2993555178087297
18,0,0,2,13.188464936998326,10,0,2,0,0,0,1,2.379628283206932
15,1,0,2,12.49401338813216,0,0,3,0,0,0,0,3.5662831299671103
15,0,2,2,5.650817273248872,23,0,1,0,0,0,0,0.2783475708696343
18,0,2,2,7.560498988688041,1,0,1,0,0,0,0,2.4215468827715467
15,1,1,2,2.058922894005724,29,0,4,0,1,0,1,0.6176804235913715
18,1,3,1,14.38045640867202,16,0,3,0,0,0,0,1.804726657837384
18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,2.635208129638253
18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,3.436025388769573
15,0,2,1,4.978870495937455,5,0,4,0,0,1,1,2.7373779261627598
17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,1.1466960797952552
18,1,0,1,6.684306745202293,4,0,0,0,0,0,0,2.4052675257641485
16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,1.5252820489261911
15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,2.446157080635824
18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,1.9529530122549463
18,1,0,2,17.94596991499477,15,0,3,1,0,0,0,2.293087191388992
16,0,2,4,10.364366312718548,12,0,0,0,0,1,0,1.4716720294797634
17,0,0,2,9.110033904384403,25,1,3,0,0,0,1,1.106713497753671
17,0,0,3,0.6164923739874051,19,0,2,0,1,0,1,1.2058569757056352
17,1,0,1,17.584086751707652,6,0,2,0,0,0,0,2.5590703550177483
18,1,2,2,0.2602042685174544,15,0,3,1,1,1,0,2.4576510224957078
18,1,1,3,18.89500160420424,22,1,2,0,0,0,0,1.2267412857712765
18,1,2,2,9.784324973761812,15,0,1,0,0,0,1,1.5904330983565391
15,1,0,2,6.838689871494532,28,0,1,1,0,0,0,0.3106695325979863
16,1,1,1,18.484368696853203,11,1,3,1,0,0,0,2.7718106588704914
18,0,1,0,0.4878198622019347,13,0,1,1,0,0,0,1.5826829916643974
16,0,2,2,11.628497897381742,23,1,0,1,0,0,1,1.1055870981431069
16,1,3,1,10.978650489986752,17,0,4,0,0,0,0,2.3002961351673665
17,0,0,3,4.3864080242276415,26,1,4,1,1,0,0,0.9918836980476614
15,1,1,1,8.577748627004212,27,0,2,0,1,1,1,0.1651106215518772
18,0,0,4,13.045280118875404,17,0,0,0,0,0,0,0.9893299205987556
17,1,1,4,14.54262393763855,15,0,3,1,0,1,0,2.230253521333785
17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0,1.3835280778946648
18,0,0,1,18.737068601820305,15,0,1,1,1,0,0,2.1314052629810774
16,0,0,3,3.290507447856248,12,0,1,1,0,1,0,1.86827692299816
17,1,1,4,4.671608684447184,25,0,3,1,0,1,0,1.2474819436382791
16,1,0,2,5.269468913876965,28,0,4,0,0,0,0,0.2999075475985059
15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,2.7051956947945466
16,0,0,2,2.4610424718064983,25,0,1,1,1,1,0,0.8979380920800135
15,1,0,2,19.72699845888324,27,0,2,1,1,0,0,1.3917317913625924
16,0,2,1,6.304334747545721,8,0,3,0,0,0,0,2.150546165993222
17,1,0,2,2.306021806780987,12,0,1,0,0,0,0,1.448741241526555
17,1,0,0,2.1398252234924664,28,0,1,1,0,1,0,0.0
15,1,1,0,14.389199353399436,3,1,1,0,0,0,0,3.091715028356484
18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,2.576927695452172
15,0,0,1,5.139045990169397,14,0,2,0,0,0,0,1.9558725265628367
15,0,0,1,0.4181902467046994,13,0,3,0,1,0,0,1.8787083443226635
16,0,3,2,4.461800368907117,18,1,3,1,1,0,0,1.6304001316060543
16,0,1,1,1.130313815935147,11,0,4,0,0,1,0,2.372748110360667
15,0,1,1,2.0678987326008302,20,1,3,1,0,0,0,1.279370611476852
17,0,1,1,8.630162396952848,25,0,1,0,0,0,1,0.155004788411154
16,0,0,4,4.598367417232652,24,1,2,0,1,1,1,1.2783470336697191
18,1,0,2,10.318917570508468,5,0,2,0,1,0,0,2.6559935659147995
16,0,2,2,5.069875065143807,2,0,0,1,0,1,0,2.6823160526270176
16,0,0,2,18.810746022058957,25,0,4,0,1,0,0,1.6448199394832874
18,1,0,4,18.11887935852529,24,1,0,1,1,0,0,1.3962784383778892
15,0,0,1,11.33612210020932,21,1,2,1,0,0,0,1.6094867987939343
18,0,0,2,7.088479839747723,19,0,2,1,0,1,0,1.187367524649196
15,1,3,2,7.622937640694712,15,0,2,1,0,1,0,2.0197970227132727
15,0,0,2,8.237045662889939,29,0,3,0,0,0,1,0.2416256282208843
15,0,1,0,14.55158644269888,19,0,2,0,0,0,0,1.2477251942052905
18,0,0,2,9.03277991037676,23,0,1,0,0,1,0,0.8526823634027514
15,1,3,0,17.13459893011795,22,0,1,0,0,0,0,0.9657009889491656
17,0,0,2,18.88189571860729,16,1,4,1,1,0,0,2.423800751639832
18,0,0,2,6.718923067578677,15,0,1,1,0,0,0,1.7419681672894356
17,1,2,1,11.213889627513602,5,0,1,0,0,1,0,2.8459257757426046
15,0,2,3,1.9011307366512888,7,0,2,0,0,0,0,2.039564398044963
16,1,0,0,4.009380955327179,18,1,1,1,0,0,0,1.5420637396404375
15,1,0,3,8.269315334203203,29,1,2,0,0,1,0,0.7307796023629439
17,0,0,2,4.1240543180355775,24,0,3,1,0,0,0,0.4999877783931601
17,1,0,1,17.53120981577435,25,1,3,0,0,0,0,1.122889381075435
18,1,0,1,3.165725121181961,1,1,3,0,1,0,0,2.9594927281039074
16,0,0,4,9.11321643106184,13,0,1,1,1,1,0,2.300205239575968
18,1,0,0,12.113984809197513,21,0,2,0,1,0,0,1.35272076359225
17,1,0,1,13.837278163216888,11,1,0,1,0,0,0,2.13406203808262
15,0,1,1,7.661387394530134,16,0,0,1,0,0,1,1.2997943203369946
16,0,3,2,17.381981374494572,27,0,2,1,0,0,0,0.7478339441237737
15,0,1,2,11.36638302155851,26,0,1,1,1,1,0,0.5329232037789974
15,1,0,1,8.790155608951036,14,0,3,0,0,0,0,2.0737697903171566
16,0,0,1,1.3448126810407324,17,1,3,1,1,0,0,1.9913793639901416
18,1,3,1,9.2937893689033,15,0,3,1,0,0,1,1.8999595995373024
15,1,0,1,16.414716816314606,12,0,3,1,1,0,0,2.6148839418291825
17,1,0,2,12.29082036442631,20,1,0,1,1,1,0,1.8102707442887624
15,1,1,2,16.643249074582368,16,0,2,1,0,0,0,1.581931480635446
16,1,1,1,9.880233411986111,7,0,1,0,1,0,0,2.271332803302088
16,1,1,1,2.369234101889637,0,1,2,1,0,0,0,3.363670491095614
16,1,0,1,0.2727969167176214,28,0,1,1,1,0,0,0.4812984804652508
18,0,0,4,6.064390934371824,24,0,0,1,1,0,0,0.1999273794512188
15,0,3,4,13.95980942995585,25,0,2,0,1,1,1,1.2680087507224682
18,1,0,3,15.805198078833875,26,0,3,1,0,0,0,0.8825524540001173
18,1,1,1,5.915056692406589,2,1,3,0,0,0,0,3.120136639384952
16,0,2,0,9.91307841766494,15,0,2,0,1,0,1,1.8041546917762192
16,1,1,1,8.422378088681633,27,0,2,1,1,1,0,0.6817036435058786
18,0,0,1,8.210455687028556,1,0,2,1,0,0,1,2.898261817162794
15,0,0,2,4.62697426400301,14,0,3,0,0,0,1,1.7303180027913696
17,0,1,2,2.7274221005891675,0,1,0,1,0,1,0,3.560791672128213
18,1,2,3,3.9337711646242624,8,1,3,0,1,0,0,2.528774574406828
15,1,3,3,1.106647743266922,15,1,2,0,1,0,0,1.5923878582033109
16,0,0,1,3.962614836471541,3,0,1,0,0,1,1,2.3741309720150148
16,0,0,2,0.1840179525075891,11,1,0,1,0,0,0,1.8104094800411437
15,0,3,1,12.545168012719564,0,0,1,0,0,0,0,2.829826431301572
17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,3.0476020888188065
16,0,2,2,19.46289422853817,6,1,3,1,1,0,0,3.625921730346796
16,1,0,0,3.874341015525957,17,0,2,0,0,0,1,0.9273215453238872
16,0,1,2,6.916571406191878,22,0,2,1,0,0,0,1.331958948764275
15,1,2,1,7.156823172830665,27,0,4,1,1,0,1,0.7795517215186132
18,0,1,2,0.1690299212492108,22,0,1,1,0,0,0,0.8813584466312141
16,1,0,2,16.78415906078918,14,1,1,0,0,0,0,2.398121085937693
18,1,0,1,0.6398892028864944,25,0,2,0,1,0,0,0.7588142687845363
17,1,1,3,18.803596694584822,29,0,3,1,0,0,0,1.0288655959633797
16,1,0,1,17.841487021872414,24,0,3,0,1,0,0,1.4444766951837589
16,1,0,2,10.710438321719272,12,1,2,0,0,0,0,2.214067459161345
17,1,3,2,10.871911498225842,15,0,4,0,1,1,0,2.5119180875322624
16,0,0,2,13.075558459123126,6,0,3,0,0,0,0,2.6901498030104545
18,1,2,4,7.7410002386977395,15,0,0,1,0,0,0,1.6052743861754348
15,0,0,1,12.94444566795711,12,0,3,1,0,1,1,2.709889487418108
18,1,1,2,0.8953677737697374,13,0,0,0,1,0,0,1.528563501341875
15,1,3,2,1.0809525469945314,16,1,3,0,1,0,0,1.7785692022870156
15,0,0,3,9.144608392390888,11,0,1,1,0,0,0,2.1219640588635724
18,1,0,1,10.9924460221207,28,0,3,0,0,0,0,0.4059048314284253
18,0,0,2,17.75635280671638,23,0,2,1,0,0,0,1.123926327741214
18,0,0,2,2.093212678157925,23,0,3,0,0,0,0,0.8703304110318186
18,0,2,1,16.452958543877788,19,0,2,1,1,0,0,1.8228292080685773
17,0,3,2,4.200946745841392,12,0,3,1,0,0,0,2.231182931946249
16,1,0,1,7.881672970200637,23,0,1,0,1,1,0,0.9669677174911444
15,1,0,2,6.332048696548258,19,0,4,0,1,0,0,1.69185894616234
18,0,0,3,8.00310545730798,14,0,3,0,0,0,0,2.0697582058612616
18,1,2,2,3.009909961451711,23,1,1,1,1,0,0,1.0578761267920678
18,1,0,2,10.0714014880711,20,0,4,0,0,0,0,1.3214272070130963
